ticket_id,hotel_id,commission,reseller_id,cod_id,sub_catalog_id,channel_level_commission_id,ticketpriceschedule_id,resale_currency_level,currency,commission_on_sale_price,is_hotel_prepaid_commission_percentage,hotel_prepaid_commission_percentage,hgs_prepaid_commission_percentage,ticket_net_price,museum_net_commission,merchant_net_commission,hotel_commission_net_price,hgs_commission_net_price,hotel_commission_should_be,gap
15620	7205	0	541	7205	171640781409394	13450078	340055	1	GBP	1	1	25.00	75.00	110.00	0.00	0.00	27.50	82.50	0.000000	27.500000
15620	7205	0	541	7205	171640781409394	13450079	340056	1	GBP	1	1	25.00	75.00	100.00	0.00	0.00	25.00	75.00	0.000000	25.000000
15620	7205	0	541	7205	171640781409394	13450081	340058	1	GBP	1	1	25.00	75.00	105.00	0.00	0.00	26.25	78.75	0.000000	26.250000
15620	7205	0	541	7205	171640781409394	13450082	340059	1	GBP	1	1	25.00	75.00	105.00	0.00	0.00	26.25	78.75	0.000000	26.250000
15620	7205	0	541	7205	171640781409394	13450083	340060	1	GBP	1	1	25.00	75.00	410.00	0.00	0.00	102.50	307.50	0.000000	102.500000
15620	7205	0	541	7205	171640781409394	14740663	427025	1	GBP	1	1	25.00	75.00	119.00	0.00	0.00	29.75	89.25	0.000000	29.750000
15620	7205	0	541	7205	171640781409394	14740672	427026	1	GBP	1	1	25.00	75.00	109.00	0.00	0.00	27.25	81.75	0.000000	27.250000
15620	7205	0	541	7205	171640781409394	14740690	427028	1	GBP	1	1	25.00	75.00	114.00	0.00	0.00	28.50	85.50	0.000000	28.500000
15620	7205	0	541	7205	171640781409394	14740699	427029	1	GBP	1	1	25.00	75.00	114.00	0.00	0.00	28.50	85.50	0.000000	28.500000
15620	7205	0	541	7205	171640781409394	14740708	427030	1	GBP	1	1	25.00	75.00	446.00	0.00	0.00	111.50	334.50	0.000000	111.500000
15620	7205	0	541	7205	171640781409394	14740717	427031	1	GBP	1	1	25.00	75.00	99.00	0.00	0.00	24.75	74.25	0.000000	24.750000
15620	7205	0	541	7205	171640781409394	14740726	427032	1	GBP	1	1	25.00	75.00	89.00	0.00	0.00	22.25	66.75	0.000000	22.250000
15620	7205	0	541	7205	171640781409394	14740744	427034	1	GBP	1	1	25.00	75.00	94.00	0.00	0.00	23.50	70.50	0.000000	23.500000
15620	7205	0	541	7205	171640781409394	14740753	427035	1	GBP	1	1	25.00	75.00	94.00	0.00	0.00	23.50	70.50	0.000000	23.500000
15620	7205	0	541	7205	171640781409394	14740762	427036	1	GBP	1	1	25.00	75.00	366.00	0.00	0.00	91.50	274.50	0.000000	91.500000
15620	7205	0	541	7205	171640781409394	14740771	429875	1	GBP	1	1	25.00	75.00	99.00	0.00	0.00	24.75	74.25	0.000000	24.750000
15620	7205	0	541	7205	171640781409394	14740780	429876	1	GBP	1	1	25.00	75.00	89.00	0.00	0.00	22.25	66.75	0.000000	22.250000
15620	7205	0	541	7205	171640781409394	14740798	429878	1	GBP	1	1	25.00	75.00	94.00	0.00	0.00	23.50	70.50	0.000000	23.500000
15620	7205	0	541	7205	171640781409394	14740807	429879	1	GBP	1	1	25.00	75.00	94.00	0.00	0.00	23.50	70.50	0.000000	23.500000
15620	6215	28	541	6215	171640797655057	13448254	340055	1	GBP	1	1	25.00	75.00	110.00	0.00	0.00	27.50	82.50	30.800000	3.300000
15620	6215	28	541	6215	171640797655057	13448255	340056	1	GBP	1	1	25.00	75.00	100.00	0.00	0.00	25.00	75.00	28.000000	3.000000
15620	6215	28	541	6215	171640797655057	13448257	340058	1	GBP	1	1	25.00	75.00	105.00	0.00	0.00	26.25	78.75	29.400000	3.150000
15620	6215	28	541	6215	171640797655057	13448258	340059	1	GBP	1	1	25.00	75.00	105.00	0.00	0.00	26.25	78.75	29.400000	3.150000
15620	6215	28	541	6215	171640797655057	13448259	340060	1	GBP	1	1	25.00	75.00	410.00	0.00	0.00	102.50	307.50	114.800000	12.300000
15620	6215	28	541	6215	171640797655057	14740666	427025	1	GBP	1	1	25.00	75.00	119.00	0.00	0.00	29.75	89.25	33.320000	3.570000
15620	6215	28	541	6215	171640797655057	14740675	427026	1	GBP	1	1	25.00	75.00	109.00	0.00	0.00	27.25	81.75	30.520000	3.270000
15620	6215	28	541	6215	171640797655057	14740693	427028	1	GBP	1	1	25.00	75.00	114.00	0.00	0.00	28.50	85.50	31.920000	3.420000
15620	6215	28	541	6215	171640797655057	14740702	427029	1	GBP	1	1	25.00	75.00	114.00	0.00	0.00	28.50	85.50	31.920000	3.420000
15620	6215	28	541	6215	171640797655057	14740711	427030	1	GBP	1	1	25.00	75.00	446.00	0.00	0.00	111.50	334.50	124.880000	13.380000
15620	6215	28	541	6215	171640797655057	14740720	427031	1	GBP	1	1	25.00	75.00	99.00	0.00	0.00	24.75	74.25	27.720000	2.970000
15620	6215	28	541	6215	171640797655057	14740729	427032	1	GBP	1	1	25.00	75.00	89.00	0.00	0.00	22.25	66.75	24.920000	2.670000
15620	6215	28	541	6215	171640797655057	14740747	427034	1	GBP	1	1	25.00	75.00	94.00	0.00	0.00	23.50	70.50	26.320000	2.820000
15620	6215	28	541	6215	171640797655057	14740756	427035	1	GBP	1	1	25.00	75.00	94.00	0.00	0.00	23.50	70.50	26.320000	2.820000
15620	6215	28	541	6215	171640797655057	14740765	427036	1	GBP	1	1	25.00	75.00	366.00	0.00	0.00	91.50	274.50	102.480000	10.980000
15620	6215	28	541	6215	171640797655057	14740774	429875	1	GBP	1	1	25.00	75.00	99.00	0.00	0.00	24.75	74.25	27.720000	2.970000
15620	6215	28	541	6215	171640797655057	14740783	429876	1	GBP	1	1	25.00	75.00	89.00	0.00	0.00	22.25	66.75	24.920000	2.670000
15620	6215	28	541	6215	171640797655057	14740801	429878	1	GBP	1	1	25.00	75.00	94.00	0.00	0.00	23.50	70.50	26.320000	2.820000
15620	6215	28	541	6215	171640797655057	14740810	429879	1	GBP	1	1	25.00	75.00	94.00	0.00	0.00	23.50	70.50	26.320000	2.820000
15620	8984	30	541	8984	171640808526563	13448614	340055	1	GBP	1	1	28.00	72.00	110.00	0.00	0.00	30.80	79.20	33.000000	2.200000
15620	8984	30	541	8984	171640808526563	13448615	340056	1	GBP	1	1	28.00	72.00	100.00	0.00	0.00	28.00	72.00	30.000000	2.000000
15620	8984	30	541	8984	171640808526563	13448617	340058	1	GBP	1	1	28.00	72.00	105.00	0.00	0.00	29.40	75.60	31.500000	2.100000
15620	8984	30	541	8984	171640808526563	13448618	340059	1	GBP	1	1	28.00	72.00	105.00	0.00	0.00	29.40	75.60	31.500000	2.100000
15620	8984	30	541	8984	171640808526563	13448619	340060	1	GBP	1	1	28.00	72.00	410.00	0.00	0.00	114.80	295.20	123.000000	8.200000
15620	8984	30	541	8984	171640808526563	14740667	427025	1	GBP	1	1	28.00	72.00	119.00	0.00	0.00	33.32	85.68	35.700000	2.380000
15620	8984	30	541	8984	171640808526563	14740676	427026	1	GBP	1	1	28.00	72.00	109.00	0.00	0.00	30.52	78.48	32.700000	2.180000
15620	8984	30	541	8984	171640808526563	14740694	427028	1	GBP	1	1	28.00	72.00	114.00	0.00	0.00	31.92	82.08	34.200000	2.280000
15620	8984	30	541	8984	171640808526563	14740703	427029	1	GBP	1	1	28.00	72.00	114.00	0.00	0.00	31.92	82.08	34.200000	2.280000
15620	8984	30	541	8984	171640808526563	14740712	427030	1	GBP	1	1	28.00	72.00	446.00	0.00	0.00	124.88	321.12	133.800000	8.920000
15620	8984	30	541	8984	171640808526563	14740721	427031	1	GBP	1	1	28.00	72.00	99.00	0.00	0.00	27.72	71.28	29.700000	1.980000
15620	8984	30	541	8984	171640808526563	14740730	427032	1	GBP	1	1	28.00	72.00	89.00	0.00	0.00	24.92	64.08	26.700000	1.780000
15620	8984	30	541	8984	171640808526563	14740748	427034	1	GBP	1	1	28.00	72.00	94.00	0.00	0.00	26.32	67.68	28.200000	1.880000
15620	8984	30	541	8984	171640808526563	14740757	427035	1	GBP	1	1	28.00	72.00	94.00	0.00	0.00	26.32	67.68	28.200000	1.880000
15620	8984	30	541	8984	171640808526563	14740766	427036	1	GBP	1	1	28.00	72.00	366.00	0.00	0.00	102.48	263.52	109.800000	7.320000
15620	8984	30	541	8984	171640808526563	14740775	429875	1	GBP	1	1	28.00	72.00	99.00	0.00	0.00	27.72	71.28	29.700000	1.980000
15620	8984	30	541	8984	171640808526563	14740784	429876	1	GBP	1	1	28.00	72.00	89.00	0.00	0.00	24.92	64.08	26.700000	1.780000
15620	8984	30	541	8984	171640808526563	14740802	429878	1	GBP	1	1	28.00	72.00	94.00	0.00	0.00	26.32	67.68	28.200000	1.880000
15620	8984	30	541	8984	171640808526563	14740811	429879	1	GBP	1	1	28.00	72.00	94.00	0.00	0.00	26.32	67.68	28.200000	1.880000
15620	8327	25	541	8327	167715372656153	14740715	427031	1	GBP	1	1	25.00	75.00	99.00	-140.40	0.00	24.75	74.25	24.750000	0.000000
15620	8327	25	541	8327	167715372656153	14740724	427032	1	GBP	1	1	25.00	75.00	89.00	-102.60	0.00	22.25	66.75	22.250000	0.000000
15620	8327	25	541	8327	167715372656153	14740742	427034	1	GBP	1	1	25.00	75.00	94.00	-131.40	0.00	23.50	70.50	23.500000	0.000000
15620	8327	25	541	8327	167715372656153	14740751	427035	1	GBP	1	1	25.00	75.00	94.00	-131.40	0.00	23.50	70.50	23.500000	0.000000
15620	8327	25	541	8327	167715372656153	14740760	427036	1	GBP	1	1	25.00	75.00	366.00	-140.40	0.00	91.50	274.50	91.500000	0.000000
15620	8327	25	541	8327	167715372656153	14740769	429875	1	GBP	1	1	25.00	75.00	99.00	-140.40	0.00	24.75	74.25	24.750000	0.000000
