vt_group_no,transaction_id,version,row_type,action_performed,is_refunded,transaction_type_name
166479565998130	166479565998130005	3.1	1	0, ADMND_COR,MRPRICE	0	General sales
166479565998130	166479565998130006	3.1	1	0, ADMND_COR,MRPRICE	0	General sales
166479565998130	166479565998130005	3.1	2	0, ADMND_COR,MRPRICE	0	Ticket cost
166479565998130	166479565998130006	3.1	2	0, ADMND_COR,MRPRICE	0	Ticket cost
166479565998130	166479565998130005	3.1	3	0, ADMND_COR,MRPRICE	0	Distributor fee
166479565998130	166479565998130006	3.1	3	0, ADMND_COR,MRPRICE	0	Distributor fee
166479565998130	166479565998130005	3.1	4	0, ADMND_COR,MRPRICE	0	Provider cost
166479565998130	166479565998130006	3.1	4	0, ADMND_COR,MRPRICE	0	Provider cost
166479565998130	166479565998130005	3.1	17	0, ADMND_COR,MRPRICE	0	Merchant fee
166479565998130	166479565998130006	3.1	17	0, ADMND_COR,MRPRICE	0	Merchant fee
166550016510238	166550016510238005	4.1	1	0, ADMND_COR,MRPRICE	0	General sales
166550016510238	166550016510238006	4.1	1	0, ADMND_COR,MRPRICE	0	General sales
166550016510238	166550016510238005	4.1	2	0, ADMND_COR,MRPRICE	0	Ticket cost
166550016510238	166550016510238006	4.1	2	0, ADMND_COR,MRPRICE	0	Ticket cost
166550016510238	166550016510238005	4.1	3	0, ADMND_COR,MRPRICE	0	Distributor fee
166550016510238	166550016510238006	4.1	3	0, ADMND_COR,MRPRICE	0	Distributor fee
166550016510238	166550016510238005	4.1	4	0, ADMND_COR,MRPRICE	0	Provider cost
166550016510238	166550016510238006	4.1	4	0, ADMND_COR,MRPRICE	0	Provider cost
166550016510238	166550016510238005	4.1	17	0, ADMND_COR,MRPRICE	0	Merchant fee
166550016510238	166550016510238006	4.1	17	0, ADMND_COR,MRPRICE	0	Merchant fee
166566300362270	166566300362270005	3.1	1	0, ADMND_COR,MRPRICE	0	General sales
166566300362270	166566300362270006	3.1	1	0, ADMND_COR,MRPRICE	0	General sales
166566300362270	166566300362270005	3.1	2	0, ADMND_COR,MRPRICE	0	Ticket cost
166566300362270	166566300362270006	3.1	2	0, ADMND_COR,MRPRICE	0	Ticket cost
166566300362270	166566300362270005	3.1	3	0, ADMND_COR,MRPRICE	0	Distributor fee
166566300362270	166566300362270006	3.1	3	0, ADMND_COR,MRPRICE	0	Distributor fee
166566300362270	166566300362270005	3.1	4	0, ADMND_COR,MRPRICE	0	Provider cost
166566300362270	166566300362270006	3.1	4	0, ADMND_COR,MRPRICE	0	Provider cost
166566300362270	166566300362270005	3.1	17	0, ADMND_COR,MRPRICE	0	Merchant fee
166566300362270	166566300362270006	3.1	17	0, ADMND_COR,MRPRICE	0	Merchant fee
166617955254508	166617955254508005	3.1	1	0, ADMND_COR,MRPRICE	0	General sales
166617955254508	166617955254508006	3.1	1	0, ADMND_COR,MRPRICE	0	General sales
166617955254508	166617955254508005	3.1	2	0, ADMND_COR,MRPRICE	0	Ticket cost
166617955254508	166617955254508006	3.1	2	0, ADMND_COR,MRPRICE	0	Ticket cost
166617955254508	166617955254508005	3.1	3	0, ADMND_COR,MRPRICE	0	Distributor fee
166617955254508	166617955254508006	3.1	3	0, ADMND_COR,MRPRICE	0	Distributor fee
166617955254508	166617955254508005	3.1	4	0, ADMND_COR,MRPRICE	0	Provider cost
166617955254508	166617955254508006	3.1	4	0, ADMND_COR,MRPRICE	0	Provider cost
166617955254508	166617955254508005	3.1	17	0, ADMND_COR,MRPRICE	0	Merchant fee
166617955254508	166617955254508006	3.1	17	0, ADMND_COR,MRPRICE	0	Merchant fee
166619082215900	166619082215900005	3.1	1	0, ADMND_COR	0	General sales
166619082215900	166619082215900006	3.1	1	0, ADMND_COR	0	General sales
166619082215900	166619082215900005	3.1	2	0, ADMND_COR	0	Ticket cost
166619082215900	166619082215900006	3.1	2	0, ADMND_COR	0	Ticket cost
166619082215900	166619082215900005	3.1	3	0, ADMND_COR	0	Distributor fee
166619082215900	166619082215900006	3.1	3	0, ADMND_COR	0	Distributor fee
166619082215900	166619082215900005	3.1	4	0, ADMND_COR	0	Provider cost
166619082215900	166619082215900006	3.1	4	0, ADMND_COR	0	Provider cost
